problem,Q,iter
5,-0.0024741516174366495,57
5,-0.0024835885496744155,58
5,-0.002493046112399349,59
5,-0.002502100132546435,60
5,-0.002510538967613666,61
5,-0.002520074255118129,62
5,-0.002529129285432966,63
5,-0.0025391994622646647,64
5,-0.0025485192636541545,65
5,-0.0025580118577169086,66
5,-0.0025686734787686355,67
5,-0.0025781900565827252,68
5,-0.002587048839043561,69
5,-0.002595589374189765,70
5,-0.002603456100023519,71
5,-0.0026118067594417638,72
5,-0.0026193550333370318,73
5,-0.002625738386381404,74
5,-0.002631749635917667,75
5,-0.00263709017451106,76
5,-0.002641165718218815,77
5,-0.00264594560377014,78
5,-0.002650290816082322,79
5,-0.002654958990590109,80
5,-0.002659683542909626,81
5,-0.002663969570151569,82
5,-0.0026687426962352548,83
5,-0.0026723371803065174,84
5,-0.0026760125926466338,85
5,-0.002679164072493795,86
5,-0.002681446305362229,87
5,-0.0026843975185721403,88
5,-0.0026863212606275545,89
5,-0.0026880094999325007,90
5,-0.002690536812950389,91
5,-0.0026925638081353523,92
5,-0.00269448512292275,93
5,-0.002696720500929389,94
5,-0.0026981706292680116,95
5,-0.0027004690002779587,96
5,-0.002702097799794194,97
5,-0.002703913716495159,98
5,-0.0027059144305223975,99
5,-0.002707430324445306,100
5,-0.0027096422729808904,101
5,-0.0027112910010561337,102
5,-0.0027132653093558078,103
5,-0.0027151483241792777,104
5,-0.0027167988530584996,105
5,-0.002718849662486118,106
5,-0.0027207745150657986,107
5,-0.0027228374710643725,108
5,-0.0027245893282322946,109
5,-0.0027262725711382323,110
5,-0.0027281095755660742,111
5,-0.002729738094057182,112
5,-0.0027315801919444178,113
5,-0.002733367925804767,114
5,-0.0027348955511907217,115
5,-0.0027363103689311942,116
5,-0.0027376459085257025,117
5,-0.0027391630349736275,118
5,-0.0027405976392009005,119
5,-0.0027419722081598935,120
5,-0.002743198537076337,121
5,-0.002744431558522869,122
5,-0.0027457538922140865,123
5,-0.002747054125496054,124
5,-0.0027483836851307846,125
5,-0.00274979359742204,126
5,-0.0027511067924323772,127
5,-0.002752476574959032,128
5,-0.0027537844449768943,129
5,-0.0027550080232711747,130
5,-0.0027563373480252945,131
5,-0.002757556379666846,132
5,-0.002758679673932508,133
5,-0.002759628656241896,134
6,-5.989315082559612e-5,1
6,-0.0002946630624395592,2
6,-0.0003349641128218319,3
6,-0.00034506089858401607,4
6,-0.0003779834222996101,5
6,-0.0003994987395269305,6
6,-0.0004093053484806972,7
6,-0.0004438105081631678,8
6,-0.00047558974231844034,9
6,-0.0004999784446573532,10
6,-0.0005453010707177833,11
6,-0.0005854639952920091,12
6,-0.0006224743157959566,13
6,-0.0006732206084588415,14
6,-0.0007169421990754603,15
6,-0.0007608915805229177,16
6,-0.0008098698403718164,17
6,-0.0008478739309409854,18
6,-0.0008989380881637395,19
6,-0.0009429726192944161,20
6,-0.0009861836897163134,21
6,-0.0010369251095922428,22
6,-0.0010794795679795717,23
6,-0.001123898944388321,24
6,-0.0011714250095197394,25
6,-0.0012168104883047628,26
6,-0.0012619832771884171,27
6,-0.001302991003201503,28
6,-0.001345250241549155,29
6,-0.0013826630793939802,30
6,-0.0014196050597455462,31
6,-0.0014543928783499731,32
6,-0.0014866656806836187,33
6,-0.0015136263786173754,34
6,-0.00154094486544815,35
6,-0.0015669393886137062,36
6,-0.0015871373927745071,37
6,-0.0016084157984441111,38
6,-0.0016259809665004079,39
6,-0.0016399494767724916,40
6,-0.0016545844733067386,41
6,-0.0016667899456884027,42
6,-0.001676575237475037,43
6,-0.0016884982023779084,44
6,-0.001700005057942846,45
6,-0.001711303031606184,46
6,-0.001722876435494596,47
6,-0.0017337396853902751,48
6,-0.0017453960012521737,49
6,-0.0017573805064594735,50
6,-0.001770169611590669,51
6,-0.001780961343729976,52
6,-0.0017925052086282696,53
6,-0.0018033912293364254,54
6,-0.001812194635435476,55
6,-0.0018234592729144054,56
6,-0.0018326139589675667,57
6,-0.001842345209281794,58
6,-0.0018525460151081182,59
6,-0.0018606174009174383,60
6,-0.0018700084434269773,61
6,-0.0018772477538695112,62
6,-0.0018841984301826069,63
6,-0.001890871623456153,64
6,-0.001896473509366062,65
6,-0.0019022149113706195,66
6,-0.0019092191218366824,67
6,-0.0019154256781437474,68
6,-0.001922503371360467,69
6,-0.0019279848880161539,70
6,-0.0019347952499875704,71
6,-0.0019420236409014397,72
6,-0.0019483610973603108,73
6,-0.001956215776422892,74
6,-0.001961290770890729,75
6,-0.0019685819539145373,76
6,-0.0019746838629595962,77
6,-0.001979394634779457,78
6,-0.0019850124927531364,79
6,-0.0019918718624182524,80
6,-0.0019969691426434313,81
6,-0.0020047103463293765,82
6,-0.0020112748664424655,83
6,-0.0020178755849571597,84
6,-0.0020247420755068486,85
6,-0.0020302696036292606,86
6,-0.002036472889873704,87
6,-0.0020409755683194484,88
6,-0.002046126820011917,89
6,-0.0020511922058868044,90
6,-0.0020554404659601446,91
6,-0.0020600167815326325,92
6,-0.002064222877452095,93
6,-0.0020686661706236066,94
6,-0.002072926308176934,95
6,-0.0020763853737503727,96
6,-0.0020801165688216433,97
6,-0.002083149933022232,98
6,-0.0020864752454851612,99
6,-0.0020906392066733803,100
6,-0.0020943118970712096,101
6,-0.0020986849056022607,102
6,-0.0021025267077449464,103
6,-0.0021055787434710723,104
6,-0.002109060503690275,105
6,-0.0021118607448775604,106
6,-0.0021145349792054463,107
6,-0.002117004367470451,108
6,-0.002118774578985413,109
6,-0.0021204784186669595,110
6,-0.0021214772455792714,111
6,-0.002122427986952809,112
7,-0.00012399044683673258,1
7,-0.00014820278001347991,2
7,-0.00020540030585117797,3
7,-0.00017232691780570594,4
7,-0.00012862568507439185,5
7,-0.00013361045519789293,6
7,-0.00013975292603654347,7
7,-8.635701830724091e-5,8
7,-0.0001730322960501964,9
7,-9.684745901493097e-5,10
7,-0.0001685098340804563,11
7,-0.00021948298189593761,12
7,-0.0002052621099093337,13
7,-0.00026824795849057705,14
7,-0.0003425469324965629,15
7,-0.00031900779781705526,16
7,-0.0003955738305991419,17
7,-0.0003767186924179109,18
7,-0.000383484527932395,19
7,-0.00042636645308378893,20
7,-0.00039262266182019784,21
7,-0.0004028520658262649,22
7,-0.00041497142358112025,23
7,-0.0003754332955525252,24
7,-0.0004348706107594467,25
7,-0.00042347519767577585,26
7,-0.00044278177778371715,27
7,-0.0005011192111383211,28
7,-0.00048436987048777985,29
7,-0.000551618827977675,30
7,-0.0005646748606565745,31
7,-0.0005929093514638836,32
7,-0.0006570009359337712,33
7,-0.0006588108788777274,34
7,-0.0007095422516928899,35
7,-0.0007339983894418941,36
7,-0.0007430320558019881,37
7,-0.0007885587181644643,38
7,-0.0007921813161659779,39
7,-0.0007960782861105013,40
7,-0.0008300793455495741,41
7,-0.0008200030173094583,42
7,-0.0008323280869193027,43
7,-0.0008418414178736652,44
7,-0.0008333880557858919,45
7,-0.0008592672671475134,46
7,-0.0008447231170659966,47
7,-0.0008617701188066297,48
7,-0.0008646137681868908,49
7,-0.0008586498932863745,50
7,-0.0008884902155908557,51
7,-0.0008841919709214956,52
7,-0.0009099369766152152,53
7,-0.0009251299701345946,54
7,-0.0009256757789791923,55
8,-0.00011467838902906499,1
8,-8.007735259298549e-5,2
8,-0.0001315682000693806,3
8,-9.499444456250894e-5,4
8,-5.654035438920179e-5,5
8,-7.348842778341538e-5,6
8,-9.532311171879876e-5,7
8,-5.425166388562695e-5,8
8,-0.00014071409960277547,9
8,-8.280649499256603e-5,10
8,-0.00012030140310356275,11
8,-0.00016639937749377757,12
8,-0.00014658794126267707,13
8,-0.00017285956865738944,14
8,-0.0002298531687031432,15
8,-0.00019480131733423905,16
8,-0.0002287840202562653,17
8,-0.00022684455822069279,18
8,-0.0001962107989723617,19
8,-0.0002242373583414593,20
8,-0.0001982095209699167,21
8,-0.0001753557233543769,22
8,-0.00019369654769283237,23
8,-0.00016055976679664507,24
8,-0.00016986739553275833,25
8,-0.00018527081135991834,26
8,-0.00016565874062334407,27
8,-0.0001999089088191506,28
8,-0.0001928871867950095,29
8,-0.0002064624035532463,30
8,-0.00025276876195387353,31
8,-0.00023421837158362367,32
8,-0.0002829161062092356,33
8,-0.0002825310494916211,34
9,-9.11692080698847e-5,1
9,-9.00689594517045e-5,2
9,-0.00012028520723194702,3
9,-9.955747449226894e-5,4
9,-9.739226007955645e-5,5
9,-0.000121005984081458,6
9,-0.00013781552119135741,7
9,-0.00013517029051214466,8
9,-0.0001706204618070589,9
9,-0.0001757403557717933,10
9,-0.0001791356786295777,11
9,-0.00021385617438037918,12
9,-0.00021619535726578849,13
9,-0.0002263990072773356,14
9,-0.0002537808388655378,15
9,-0.0002494179135284707,16
9,-0.00025631169798190356,17
9,-0.0002693196688046442,18
9,-0.0002611131799105206,19
9,-0.00029112257742850334,20
9,-0.00029556802490445216,21
9,-0.0003053919180903044,22
9,-0.00032725650574978737,23
9,-0.00032951113230514123,24
9,-0.0003536543293734021,25
9,-0.0003706330512755727,26
9,-0.00038534058796542897,27
9,-0.0004158634431502016,28
9,-0.00044005377537202644,29
9,-0.00047187183979542397,30
9,-0.0005103562443419946,31
9,-0.0005282753290366345,32
9,-0.0005560390766851983,33
9,-0.0005712195444196252,34
9,-0.0005850138316101385,35
9,-0.0006053089672538609,36
9,-0.0006148240710154458,37
9,-0.0006396172647250315,38
9,-0.0006466659082078076,39
9,-0.0006594171778073122,40
9,-0.0006769222341808256,41
9,-0.0006852394889280143,42
9,-0.0006994991556842219,43
9,-0.0007130055851978571,44
9,-0.0007101848219909011,45
9,-0.0007216221614364176,46
9,-0.0007173285035379361,47
9,-0.0007153668119328828,48
9,-0.0007222342511443802,49
9,-0.0007108500977227571,50
9,-0.000720824109224528,51
9,-0.0007191918443329576,52
9,-0.0007199534822187868,53
9,-0.0007341573314733154,54
9,-0.000728481310683508,55
9,-0.0007415892594504889,56
9,-0.0007443737691475961,57
9,-0.0007463603722834232,58
9,-0.0007646656364879443,59
9,-0.0007644727013502233,60
10,-4.957088215401143e-5,1
10,-3.688112551544705e-5,2
10,-6.933892176193325e-5,3
10,-3.9147946546174255e-5,4
10,-4.772260303704622e-5,5
10,-7.68914883599411e-5,6
10,-7.151593137981664e-5,7
10,-7.79647894175692e-5,8
10,-0.00011528472343959347,9
10,-9.702397496664184e-5,10
10,-0.00010013494138491987,11
10,-0.00014076535442324875,12
10,-0.00011896612943340824,13
10,-0.00014643280548364685,14
10,-0.0001529537379895183,15
10,-0.00013896433962753656,16
10,-0.00015975453700701277,17
10,-0.00013739173116300945,18
10,-0.00014149747377953885,19
10,-0.0001439211035211176,20
10,-0.00011595358472926444,21
10,-0.00012771102298746572,22
10,-0.00011637470748838818,23
10,-0.0001047348518203393,24
10,-0.00011708646135838837,25
10,-0.00010605099601897608,26
10,-0.00010292317959476197,27
10,-0.00011453387893166197,28
10,-9.977797478678385e-5,29
10,-0.00011738241047348533,30
10,-0.00011917044214337928,31
10,-0.00011768748965641978,32
10,-0.00013500400716040412,33
10,-0.00012067750276374423,34
10,-0.00013600075644468434,35
10,-0.00014072821052280835,36
10,-0.00014959380169790742,37
10,-0.000169987147722572,38
10,-0.00017193317595239215,39
10,-0.00018843890403923413,40
10,-0.00019507783749776094,41
10,-0.0001949523259911409,42
11,-1.6381623589389105e-5,1
11,-2.596900366845427e-5,2
11,-3.14104318200669e-5,3
11,-3.432513496196161e-5,4
11,-3.317968695989547e-5,5
11,-4.5769238890937036e-5,6
11,-5.253766375649366e-5,7
11,-5.803666991834901e-5,8
11,-7.038201089801765e-5,9
11,-7.109394134493694e-5,10
11,-7.8749090104946e-5,11
11,-8.539616133089308e-5,12
11,-8.735192048234608e-5,13
11,-9.206417469095489e-5,14
11,-9.711719731937995e-5,15
11,-9.527259150611429e-5,16
11,-9.855130114605662e-5,17
11,-9.702388169122545e-5,18
11,-9.64471089312836e-5,19
11,-9.691689750306607e-5,20
11,-9.340155949528903e-5,21
11,-9.243039984185077e-5,22
11,-8.993581504698346e-5,23
11,-8.55902854074045e-5,24
11,-8.742776392462705e-5,25
11,-8.44198312840422e-5,26
11,-8.58080346102564e-5,27
11,-8.722897515673062e-5,28
11,-8.735738764766983e-5,29
12,-4.005991565593263e-6,1
12,-1.702757411414711e-5,2
12,-1.8200714872775402e-5,3
12,-2.1017693647424583e-5,4
12,-2.3650750563503566e-5,5
12,-2.6719088170419987e-5,6
12,-2.9149931275550177e-5,7
12,-3.182434449763372e-5,8
12,-3.415825180378318e-5,9
12,-3.695071529133145e-5,10
12,-3.85887850642732e-5,11
12,-4.0344355439942614e-5,12
12,-4.264453052651747e-5,13
12,-4.384921140864368e-5,14
12,-4.533659577473697e-5,15
12,-4.78078182475154e-5,16
12,-4.9514073456647924e-5,17
12,-5.299694279172005e-5,18
12,-5.629582634384074e-5,19
12,-5.755860193927212e-5,20
12,-6.0435912920786615e-5,21
12,-6.193943391148503e-5,22
12,-6.229305418869522e-5,23
12,-6.538969912141748e-5,24
12,-6.563826967120011e-5,25
12,-6.784628489725431e-5,26
12,-7.123231087665427e-5,27
12,-7.149900934707201e-5,28
12,-7.669761867287004e-5,29
12,-7.75332064085115e-5,30
12,-7.95933999905996e-5,31
12,-8.293314722447086e-5,32
12,-8.366466939821076e-5,33
12,-8.704942629446795e-5,34
12,-8.938123687995317e-5,35
12,-9.190731033365318e-5,36
12,-9.61036876229232e-5,37
12,-9.866157584384607e-5,38
12,-0.00010265366612194728,39
12,-0.00010504024992554407,40
12,-0.00010741072030818382,41
12,-0.00011025452555964458,42
12,-0.00011106902219495055,43
12,-0.0001124041580344127,44
12,-0.00011354812877127799,45
12,-0.00011323344882465823,46
12,-0.00011298344479856664,47
12,-0.00011286304824334036,48
12,-0.00011136791891066045,49
12,-0.00011142076676305364,50
13,-2.6804586274321714e-6,1
13,-1.1357909542311462e-5,2
13,-1.4460064439253826e-5,3
13,-1.4722215851196247e-5,4
13,-1.842909107647735e-5,5
13,-2.1351039750954653e-5,6
13,-2.2605133176045988e-5,7
13,-2.524629432572073e-5,8
13,-2.875444654877573e-5,9
13,-2.8990630315036614e-5,10
13,-3.174343972819706e-5,11
13,-3.341844708665315e-5,12
13,-3.375954601664398e-5,13
13,-3.5656493667929695e-5,14
13,-3.67596906338253e-5,15
13,-3.668623126552678e-5,16
14,-1.220525480899641e-6,1
14,-9.780118114085601e-6,2
14,-1.0442861648876927e-5,3
14,-1.1373064739276403e-5,4
14,-1.2162296094994651e-5,5
14,-1.2889831862267695e-5,6
14,-1.3353393468497671e-5,7
14,-1.3848289411143105e-5,8
14,-1.4269210348222192e-5,9
14,-1.5065778831715694e-5,10
14,-1.621865479862527e-5,11
14,-1.7074338209780134e-5,12
14,-1.8048724900100183e-5,13
14,-1.8972761174590467e-5,14
14,-1.9714546433181274e-5,15
14,-2.050505664882259e-5,16
14,-2.1100167927117908e-5,17
14,-2.1438876502489363e-5,18
14,-2.2025013871048922e-5,19
14,-2.237228667299217e-5,20
14,-2.2984179733646517e-5,21
14,-2.35363635924093e-5,22
14,-2.3914191618302106e-5,23
14,-2.4475802569498698e-5,24
14,-2.497593731189244e-5,25
14,-2.555368299627078e-5,26
14,-2.6217726073836478e-5,27
14,-2.6817288304111315e-5,28
14,-2.7647612454298853e-5,29
14,-2.8340845756188065e-5,30
14,-2.9112260877650782e-5,31
14,-2.9862676699940918e-5,32
14,-3.0493450309248377e-5,33
14,-3.123826954060309e-5,34
14,-3.188565403913186e-5,35
14,-3.2546092133368734e-5,36
14,-3.3144807487131515e-5,37
14,-3.376586135274762e-5,38
14,-3.4453296254664894e-5,39
14,-3.4970062982873276e-5,40
14,-3.554347019147697e-5,41
14,-3.603809097096456e-5,42
14,-3.642928689163441e-5,43
14,-3.685383561519346e-5,44
14,-3.707260922403652e-5,45
14,-3.72528540403066e-5,46
14,-3.7428124362187196e-5,47
14,-3.756149068658151e-5,48
14,-3.7664904099283696e-5,49
14,-3.781754743576587e-5,50
14,-3.788976997261871e-5,51
14,-3.800740646262742e-5,52
14,-3.81030665228391e-5,53
14,-3.8175510392260024e-5,54
14,-3.829744175737337e-5,55
14,-3.837015209026978e-5,56
14,-3.8497556500400674e-5,57
14,-3.862417694345995e-5,58
14,-3.874023456055323e-5,59
14,-3.891715938937955e-5,60
14,-3.9058293726752906e-5,61
14,-3.9247552308661024e-5,62
14,-3.9396730711501886e-5,63
14,-3.956098824482261e-5,64
14,-3.9735215065753e-5,65
14,-3.986508004585176e-5,66
14,-4.006673944031395e-5,67
14,-4.020451831934641e-5,68
14,-4.0365330803147825e-5,69
14,-4.051109054856101e-5,70
14,-4.0611979082821715e-5,71
14,-4.072280056363257e-5,72
14,-4.084872113277613e-5,73
14,-4.091166016824058e-5,74
14,-4.100897030533175e-5,75
14,-4.108780499808552e-5,76
14,-4.114854458070972e-5,77
14,-4.123470290851723e-5,78
14,-4.1291641880180106e-5,79
14,-4.1352016517645406e-5,80
14,-4.140022755821781e-5,81
14,-4.145284230158986e-5,82
14,-4.151542193465624e-5,83
14,-4.159175942802741e-5,84
14,-4.1664966131771596e-5,85
14,-4.1739736606860795e-5,86
14,-4.1821751345845666e-5,87
14,-4.189823092519761e-5,88
14,-4.1973488868909804e-5,89
14,-4.203960114577792e-5,90
14,-4.211349527891941e-5,91
14,-4.2184087553797174e-5,92
14,-4.225045030587723e-5,93
14,-4.232048164645802e-5,94
14,-4.23798130850122e-5,95
14,-4.2453925220640386e-5,96
14,-4.250887751002436e-5,97
14,-4.255975852667649e-5,98
14,-4.2603005135638813e-5,99
14,-4.262478789821288e-5,100
14,-4.265731480815804e-5,101
14,-4.2666710415646436e-5,102
15,-1.3756491223943083e-6,1
15,-1.1523990053584769e-5,2
15,-1.2894556794389163e-5,3
15,-1.399043804749706e-5,4
15,-1.5918277105573014e-5,5
15,-1.7441992445941523e-5,6
15,-1.8895613206839176e-5,7
15,-2.045756015295976e-5,8
15,-2.206657450452068e-5,9
15,-2.347586583888567e-5,10
15,-2.5251163529694105e-5,11
15,-2.6696886034394725e-5,12
15,-2.790177740424317e-5,13
15,-2.9230894395155963e-5,14
15,-3.0386648657906254e-5,15
15,-3.134691053051923e-5,16
15,-3.257754723592735e-5,17
15,-3.323879760861015e-5,18
15,-3.4194828309106e-5,19
15,-3.493487922109207e-5,20
15,-3.554497092197422e-5,21
15,-3.643505826046779e-5,22
15,-3.713476235706338e-5,23
15,-3.771267733072612e-5,24
15,-3.8532373028609714e-5,25
15,-3.8966486554181594e-5,26
15,-3.951091477263781e-5,27
15,-3.983461495895928e-5,28
15,-3.985005523557421e-5,29
16,-1.392916494040268e-6,1
16,-1.3580091004345798e-5,2
16,-1.475608028263897e-5,3
16,-1.5946911213401757e-5,4
16,-1.691225625015549e-5,5
16,-1.821369476188121e-5,6
16,-1.9286954679153383e-5,7
16,-2.056247321361544e-5,8
16,-2.2081607075699854e-5,9
16,-2.3413927184995726e-5,10
16,-2.457911879887757e-5,11
16,-2.5803439428392596e-5,12
16,-2.6825124635217503e-5,13
16,-2.783683210394137e-5,14
16,-2.8722576040584604e-5,15
16,-2.9406947716901293e-5,16
16,-3.030538551284989e-5,17
16,-3.1545773455854414e-5,18
16,-3.284624273463018e-5,19
16,-3.4751024893812346e-5,20
16,-3.6573344738442034e-5,21
16,-3.8853127924115036e-5,22
16,-4.126942208585149e-5,23
16,-4.3742171690322335e-5,24
16,-4.6175802201615774e-5,25
16,-4.859659654064932e-5,26
16,-5.084569099322908e-5,27
16,-5.2864810210692435e-5,28
16,-5.47386337015202e-5,29
16,-5.6453298938098894e-5,30
16,-5.7907054175613106e-5,31
16,-5.899325311105848e-5,32
16,-5.9785719971617126e-5,33
16,-6.024392336292239e-5,34
16,-6.034893708897554e-5,35
16,-6.0249832308540155e-5,36
16,-5.974012567354553e-5,37
16,-5.9055183363742934e-5,38
16,-5.828899447892974e-5,39
16,-5.7458463153714685e-5,40
16,-5.660682008077337e-5,41
16,-5.5799934065396704e-5,42
16,-5.5120754510901675e-5,43
16,-5.4362701391363316e-5,44
16,-5.35680983955131e-5,45
16,-5.287379481708646e-5,46
16,-5.235663880010524e-5,47
16,-5.205350979214022e-5,48
16,-5.1961215905150176e-5,49
16,-5.199146809515195e-5,50
17,-2.6162699542525703e-6,1
17,-1.4242843471780756e-5,2
17,-1.6926014973086742e-5,3
17,-1.7526280478285692e-5,4
17,-1.885540497790585e-5,5
17,-2.080560827074194e-5,6
17,-2.22968891598339e-5,7
17,-2.435798568536579e-5,8
17,-2.789326811060767e-5,9
17,-3.0493122367869023e-5,10
17,-3.349297383602802e-5,11
17,-3.622153560742577e-5,12
17,-3.7935579818649936e-5,13
17,-3.980237494026058e-5,14
17,-4.197310310853892e-5,15
17,-4.355554883890195e-5,16
17,-4.5446816872396804e-5,17
17,-4.751916008706943e-5,18
17,-4.884614830651376e-5,19
17,-5.047820698621523e-5,20
17,-5.2279324203144696e-5,21
17,-5.337071982997598e-5,22
17,-5.5170958075382554e-5,23
17,-5.698318786512464e-5,24
17,-5.848122627293059e-5,25
17,-6.052769103909636e-5,26
17,-6.22922439632774e-5,27
17,-6.445883393039329e-5,28
17,-6.800899082887271e-5,29
17,-7.135821489198869e-5,30
17,-7.49434944583366e-5,31
17,-7.867480569270907e-5,32
17,-8.187735321753657e-5,33
17,-8.546157101905096e-5,34
17,-8.865526625122271e-5,35
17,-9.149993914686756e-5,36
17,-9.471547683257981e-5,37
17,-9.712315206910527e-5,38
17,-9.928703705297775e-5,39
17,-0.00010169770462587793,40
17,-0.00010261500024106023,41
17,-0.00010349795423565665,42
17,-0.00010415600547890774,43
17,-0.00010399571413013253,44
17,-0.00010364004891708318,45
17,-0.00010377660613350613,46
17,-0.00010209870382606087,47
17,-0.00010101072815021394,48
17,-9.908768941811748e-5,49
17,-9.653097121133626e-5,50
17,-9.522583950822765e-5,51
17,-9.272093966534569e-5,52
17,-9.118925703330203e-5,53
17,-8.97780093839669e-5,54
17,-8.765664568756223e-5,55
17,-8.667335978196158e-5,56
17,-8.478485420653386e-5,57
17,-8.390684995250559e-5,58
17,-8.311478301740778e-5,59
17,-8.221927579236955e-5,60
17,-8.244909917328414e-5,61
17,-8.205638477270545e-5,62
17,-8.213147811422962e-5,63
17,-8.203179712081924e-5,64
17,-8.140761936343576e-5,65
17,-8.117034566824572e-5,66
17,-8.061660368351152e-5,67
17,-8.027759571862317e-5,68
17,-8.024166472400383e-5,69
18,-3.4070752046807504e-6,1
18,-1.035031359793737e-5,2
18,-1.2020544754514049e-5,3
18,-1.2372036322795635e-5,4
18,-1.2685572085588332e-5,5
18,-1.329245648292254e-5,6
18,-1.382657635071144e-5,7
18,-1.4082011827207913e-5,8
18,-1.5113048857126699e-5,9
18,-1.571705250965282e-5,10
18,-1.636908568567818e-5,11
18,-1.7041872904543242e-5,12
18,-1.7511797278616952e-5,13
18,-1.8066123836535054e-5,14
18,-1.8755997169003988e-5,15
18,-1.929367833220145e-5,16
18,-1.9998907833545515e-5,17
18,-2.064261917001884e-5,18
18,-2.1161799633925003e-5,19
18,-2.1779549640479692e-5,20
18,-2.2387845671063058e-5,21
18,-2.2930810715810218e-5,22
18,-2.362751349435803e-5,23
18,-2.426997917789883e-5,24
18,-2.495512298472377e-5,25
18,-2.58122252003445e-5,26
18,-2.6561379860436514e-5,27
18,-2.7400397438400443e-5,28
18,-2.837957774907657e-5,29
18,-2.920630249571268e-5,30
18,-3.0097280854054914e-5,31
18,-3.096117111673217e-5,32
18,-3.167059875121395e-5,33
18,-3.2402082742001936e-5,34
18,-3.3035142647005845e-5,35
18,-3.365837611101352e-5,36
18,-3.4696954811420014e-5,37
18,-3.5909927635012205e-5,38
18,-3.705783902259648e-5,39
18,-3.8466797974746225e-5,40
18,-3.941775521092109e-5,41
18,-4.044387914479833e-5,42
18,-4.1634354875734316e-5,43
18,-4.2662530857718806e-5,44
18,-4.366618918608851e-5,45
18,-4.475104862221093e-5,46
18,-4.566058695008087e-5,47
18,-4.640062728886836e-5,48
18,-4.708477169422734e-5,49
18,-4.764265162499072e-5,50
18,-4.833953728774887e-5,51
18,-4.8933717595561634e-5,52
18,-4.960483466856528e-5,53
18,-5.015966290105609e-5,54
18,-5.070078752850061e-5,55
18,-5.1347293813360246e-5,56
18,-5.190085738054589e-5,57
18,-5.2482589496925046e-5,58
18,-5.297385600117669e-5,59
18,-5.342965089521382e-5,60
18,-5.3898329747404605e-5,61
18,-5.4409929982184096e-5,62
18,-5.490377502375786e-5,63
18,-5.5357772287448976e-5,64
18,-5.576431852345134e-5,65
18,-5.6117929071813337e-5,66
18,-5.639086136286113e-5,67
18,-5.672724735973251e-5,68
18,-5.7030979213511554e-5,69
18,-5.724403119695465e-5,70
18,-5.745725723941823e-5,71
